id,quote
26885497194," We＊re very excited,§ said Rep. Michele Bachmann (R-Minn.). ※It＊s exactly what we wanted, and we got it.§ &gt; On Saturday, conservatives rallied House Republicans around a plan to fund the government but ***delay the Affordable Care Act, President Obama＊s signature health-care law, for a year.*** &gt; ※That quote in The Washington Post you weren＊t referring to每you didn＊t want a government shutdown?§ Blitzer asked. &gt; &gt; ※No, absolutely not. The quote was wrong and the president had misquoted me as well, probably taking it inadvertently from the The Washington Post that got it wrong.§"
26885497536,
26885500144,
26885501147,
26885502324,
26885504801,
26885508663,
26885512659,
26885513178,
26885513291,
26885520992,
26885521435,
26885524408,
26885526792,
26885530627,
26885530779,
26885531296,
26885532242,
26885538013,
26885538595,
26885538866,
26885541633,
26885546018,
26885548834,
26885550341,
26885550591,
26885556722,
26885556967,
26885572223,
26885574292,
26885575486,
26885578641,
26885579745,
26885582718,
26885594471,
26885598653,
26885601264,
26885601438,
26885602606,
26885603229,
26885604507,
26885608016,
26885612683,
26885618809,
26885627435,
26885627513,
26885627577,
26885627661,
26885637792,
26885639359,
26885642908,
26885643047,
26885643700,
26885653109,
26885655699,
26885656354,
26885656996,
26885657840,
26885660718,
26885667876,
26885670739,
26885671091,
26885674692,
26885675818,
26885679839,
26885680576,
26885683714,
26885684701,
26885687366,
26885691570,
26885694059,
26885694282,
26885696157,
26885702061,
26885706461,
26885716051,
26885717153,
26885729166,
26885761177,
26885774760,
26885777584,
26885784045,
26885814286,
26885836100,
26885859663,
26885872556,
26885902230,
26885938509,
26885947237,
26886032522,
26886082654,
26886090232,
26886203095,
26886204087,
26886242127,
26886300880,
26886363170,
26886391678,
26895771109,
27002753651,
27002709171,
27002738965," According to the institute＊s data, a two-earner couple receiving an average wage 〞 $44,600 per spouse in 2012 dollars 〞 and turning 65 in 2010 would have paid $722,000 into Social Security and Medicare and can be expected to take out $966,000 in benefits. So, this couple will be paid about one-third more in benefits than they paid in taxes. . A couple with only one spouse working (and receiving the same average wage) would have paid in $361,000 if they turned 65 in 2010, but can expect to get back $854,000 "
27046833076,
27046851175,
26730323798," Kids also went outside and didnt sit inside playing videogames all day. How much soda did you drink as a kid? How much time did you spend sitting on your butt indoors? Theres numerous factors that are causing increased childhood obesity. Sure, you can remove all sweets from public schools, including ones that have a fractional impact at best-many school systems have done that. Bottom line is if their parents let them some kids will just go home and eat skittles all afternoon while they play CoD."
26730205051, Unlike aspartame
26730192773, ... a little bit of chocolate isnt really a chemical poison.
27097049611, Are you seriously going to tell me that minuscule fee to get an ID which is required to do practically ANYTHING in this country is preventing someone from getting one? Not requiring ID is a blatant invitation for fraudulent activity like dead people voting and people voting in multiple precincts.
27097074637," its a poll tax, which is unconstitutional do you have proof that this sort of fraudulent activity occurs?"
27097009591,
27097096773," With rights come responsibilities. Are you seriously going to tell me that minuscule fee to get an ID which is required to do practically ANYTHING in this country is preventing someone from getting one? Or is it more logical to presume that voter fraud is the goal of this fake outrage? The very core of our democracy hinges on sound elections. Not requiring ID is a blatant invitation for fraudulent activity like dead people voting and people voting in multiple precincts. Over the past decade Texas has convicted 51 people of voter fraud, according the states Attorney General Greg Abbott. Only four of those cases were for voter impersonation, the only type of voter fraud that voter ID laws prevent. Nationwide that rate of voter impersonation is even lower."
27097265078, If requiring people to pay for IDs that are required to vote may be considered a poll tax. But voter fraud in the United States is a miniscule problem
26988354966,
26988337631,
27027034729,
27026728089,
27026734634,
27026874418,
27027080799,
27026831057,
27027493470,
26932302335,
26931649187, Seriously? Every nation agreed that there were WMDs in Iraq
26931447409,
26932466548, Seriously? Every nation agreed that there were WMDs in Iraq.
27030161962,
27030168688,
27030146164,
27130310838," What I can tell you is that we have, as an institution here, have aggressively addressed this challenge, and obviously, though, at the 88 cents that you cite, that is not a hundred, but it is better than the national average"
27129584034," Republican lawmakers have said that given existing anti-discrimination laws, the legislation is redundant and is a transparent attempt by Democrats to distract from President Obama＊s much-criticized health care law."
27130253883,
27129586085,
27129662779,
27129552603,
27129577310,
27130765292,
125337070,
27129797105,
27129707922,
27130023854,
27129547158,
27129799573,
27129525745,
27129613975,
27129612245,
27130717733,
27129649844,
26912322443,
26912328657,
26873843960,
26873824164,
27117085057,
27117081136,
27117001636,
27092978169,
27093223311," Except thats not true, and you have no source for it "
27093074631," Brookings Institution Tax Policy Center, which found that in 2011, 46 percent of tax filers paid no income tax, vs. about 54 percent of tax filers that did have some federal income tax liability. wait...wait...I know....Im sorry to have replied with actual information rather than a meaningless sound bite....please continue spewing your fact free nonsense"
27097791627,
27097808814,
27111096597," No, thats federal money that goes to the employees. Big difference, and should be weighted less. What does that have to do with anything."
27111000193,
27111013887," It should be weighed equally because thats money that goes from the Federal budget to the states, How much of the Texas Miracle (which frankly isnt even particularly miraculous) is simply due to Department of Defense spending?"
27059592060,
27059414704,
27059403959,
27012840048,
27013098201, This is politics 101 in our democracy.
27013256991,
27013770997,
27012658757,
27012875433, This is politics 101 in ~~our~~ any democracy.
26897323600,
26898444561,
26897297733,
26897289819,
26898489919,
27031915838,
27031940184,
27031911640,
27032237629,
27032114620,
27032211123,
27031639644," ※Did you ever go into a McDonald＊s or Burger King?§ he said. ※I don＊t really eat there, but they don＊t seem desperate and hungry to me. They＊re young kids, they seem to be enjoying themselves mostly.§"
27032783981,
27032057589,
27031742435,
27032173962,
27031712167, There a plenty of older people working in fast food.
27031800648,
27032564885, They＊re young kids... 
27032160416,
27032076803,
27031878373,
27032058784,
27032128769,
27031965766,
27032061377,
27032066758,
27032024899,
27032190310, There a plenty of older people working in fast food.
27031846687, This is such nonsense that constantly gets repeated. There a plenty of older people working in fast food.
27031866778,
27032335028,
27032401887,
27032403093,
27032438392,
27032447122,
27032447812,
27032487261,
27032606442,
27032680559,
27032689619,
27032771016,
27032825985,
27032834420,
27000745595,
27000777468,
27000780831,
27000843055,
27000742150,
27000733943,
27000841545," The more he pisses off the GOP, the more the house will hold him hostage."
26749610003,
26749619510,
26749627175,
26749619656,
26749630763,
27119355504,
27119362481,
27119386910,
27119387997,
27119345017,
27119426712,
26828541066,
26827859983,
26827918202,
26828539072, Youre full of shit.
26827908377,
27126617353,
27126663590,
27126613325,
27073186662,
27073132242,
27073143495,
27133035783,
27133188421,
27133215430,
27133120417,
27132989057," ※I feel the best way to ensure Americans＊ freedom is to tighten restrictions on that freedom in any way possible. Only through wiretaps, illegal searches and seizures, unfettered government intrusion, a controlled media and a complete crackdown on free speech can we ensure the liberties of all people.§ 〞 Attorney General John Ashcroft"
27133096906,
27133044457,
27133047540,
27133055251,
27133139091,
27133108349,
27133090462,
27133080152,
27133281500,
27153201138,
27152718575,
27152965744,
27153516024,
27153425142,
27153057021,
27153328057,
27153289788,
27153068070,
27153273956,
27152691070,
27152918497,
27153415591,
27152999338,
27152990186,
27153459299,
27153043562,
27152711284,
27153128938,
27156292483,
27153637532,
27153222673,
27153389331,
27152875213,
27153865503,
27153297110,
27153305686,
27153111773,
27152912415,
27152952158, apparatchik
27153160920,
27153042648,
27153342237,
27152991494,
27152813210,
27153224640,
27153049607,
27152674204,
27153031107,
27153066506,
27153491008,
27152737078,
27152877632,
27152895765,
27156476153,
27152972087,
27152973391,
27152996369, apparatchiks
27156431916,
27153016673,
27156426650,
27153118000,
27156348211,
27153206996,
27153230917,
27153287463,
27156274321,
27156284416,
27156288748,
27156347148,
27156349020,
27156350688,
27156356616,
27156424520,
27156435294,
27156437623,
27156496586,
26733097309,
26733112665,
26733107350,
27040038481, Hemenway Hemenway Hemenway Hemenway
27040040897,
27040031749," There is no correlation between guns, gun laws, gun ownership rates, gun anything, and homicide rates. **Where there are more guns there is more homicide** &gt; Hepburn, Lisa; Hemenway, David. Firearm availability and homicide: A review of the literature. Aggression and Violent Behavior: A Review Journal. 2004; 9:417-40. **Across high-income nations, more guns = more homicide.** &gt; Hemenway, David; Miller, Matthew. Firearm availability and homicide rates across 26 high income countries. Journal of Trauma. 2000; 49:985-88. **Across states, more guns = more homicide** &gt; Miller, Matthew; Azrael, Deborah; Hemenway, David. Household firearm ownership levels and homicide rates across U.S. regions and states, 1988-1997. American Journal of Public Health. 2002: 92:1988-1993. **Across states, more guns = more homicide (2)** &gt; Miller, Matthew; Azrael, Deborah; Hemenway, David. State-level homicide victimization rates in the U.S. in relation to survey measures of household firearm ownership, 2001-2003. Social Science and Medicine. 2007; 64:656-64."
27040528797,
27040372211,
27157525008,
27157716607,
27157769047,
26898063193,
26898169828,
26897983580,
26898043372,
26897973214,
26897990864,
26898050738,
26898199868,
26898061973,
26897982933,
26826097139," Did you know that 96 percent of all U.S. businesses are specifically exempted from Obamacares employer responsibilities? We dont have to provide coverage and we dont pay any penalties. But if we choose to offer coverage, we get a tax break. Obamacare is lowering costs for small businesses like mine, and Im thankful for that."
26826019878,
26826074724,
26826044605,
26917212770,
26917449360,
26918330737," Food stamp money is re-spend more in the U.S. (on average) before it goes overseas or into savings and thus it is better government spending The USDA says the Food Stamp multipier is 1.79 meaning $10 dollars in spending provides $17.90 in stimulus - not great, but better than many other programs."
26917166017, Are food stamps effective? -economists say food stamps have a high multiplier i.e. the money is re-spent before it leaks out of the country.
26917473115," Youre assuming $1 dollar is removed from the economy via taxation Your equation would essentially mean that any use of money by the government inherently is chipping away at the economy absent of a 300%+ return in identifiable tax revenue Youre comparing the tax revenue required for funding to the money returned via taxation from spending. Not only is this a fundamental misunderstanding of what an economic multiplier actually is(or is useful for) and how it is applied to food stamp benefits compared to the lost business revenue, but you manage to mislabel the Food and Nutrition Service as some form of bloated beauracratic waste while in reality it is one of the most efficient federal programs in terms of benefits to administrative costs ratio Even if you consider fraudulent gains of benefits, meaning people are receiving a benefit they do should not be eligible to receive, or the even less common selling/trading etc., that money is still positively impacting the economy due to the inherent velocity of the benefits compared to other economic activity."
26918096896, &gt; lets say theres a 30% tax rate 
26917293961,
26917371276,
26879436490,
26879484717, the republicans in congress represent republican voters and donors. that is how they got there and that is how they stay there. you just made their case to continue the stubborn shutdown. ps - obama endorsed the obamacare lingo.
27087309209," To meet Walkers 250,000 pledge, the state would have to create in one year 34,853 more jobs than the previous three years combined. By another measure, it would have to add 11,869 jobs each month of 2014."
27084350177,
27054129407,
27054108188," Key Measurables of Success - IMHO: * Significant decrease in bankruptcies caused by Medical bill debt * Preventive care leading to less Short Term and Long Term disability in the workforce * More solvent insurance portfolios - leading to a slowed rate of growth in premium costs * Reduction in the number of disabled people, relying on SNAP and other assistance programs, due to untreated conditions like torn ACLs, rotator cuffs, etc... because they were able to receive proper treatment and rehab * Overall increase in workforce efficiency, something large and small business owners should love! These are all long term. With the exception of the folks that havent had insurance but now do, I dont see how either side of the issue can claim Success or Failure now, or in the immediate future."
27054293119,
27054186272,
27054135314,
27112795947,
27112800808,
27112634764, The first serious woman candidate will excite the hell out of the electorate btw. Based on the enormous unpopularity of the republican party
27112674601, Maybe well get lucky and get a Republican like Nixon. 
27112619285," o it seems unlikely that Biden will be elected in 2016, or that any other Dem will; the voters just arent very excited by them."
27112590292,
27112576771,
27112743840,
27112669234,
26895254631,
26895189559,
26895165341,
26895141307,
120022594,
27077813784,
27077847418,
27078235600,
27155061719,
27155558684,
27155015138,
27155045523,
27155068642,
27155062874,
27154985161,
27155980259,
27156209326,
27155770902,
26838408567,
26838423749,
26838734246,
26838418718,
26838412302,
26838744603,
26838456490, We had Sarah I can see Russia from my house Palin
26838402488," As an Australian its been my experience that many Americans (and an increasing number of right wing Aussies) dont know the difference between social democracy, socialism and communism."
26887262889,
26887270602,
27075295989,
27075461904,
27075214754,
27075334669,
27075282010, I remember it clearly. There was one civilian flight in the US on Sep 12. It was the evacuation of the bin Ladens.
27075216438,
26969221754,
26968653681,
26969051000,
26968794169,
26969026102,
26968446332,
26970126593,
26969245751,
26969150571,
26969215465,
26976020401,
26969877783,
26968749030,
26968563181,
26969430172,
26969138855,
26968738926,
26968823663,
26969183972,
26968967584,
26968631763,
26969062172,
26968675344,
26968749075,
26969710054,
26969264990,
26968541907,
108751826,
26968750044,
26968845343,
26968505755,
26968453575,
26969117322,
26968825024,
26969281673,
26968857226,
26969104778,
26969360718,
26969002244,
26968733321,
26969165185,
26968782668,
26968885697,
26968894637,
26968910439,
26968948146,
26969045301,
26969249984,
26969392709,
26969589165,
27088370448,
27088290353,
27091096134,
27088025303," When advised of the details of her Blues＊ plan, Boonstra said the idea that it would be cheaper ※can＊t be true.§"
121093266,
27088767998,
27088225173,
27088537658,
27089393673,
27088495894,
27088542005,
27088214623,
27088066427,
27088257982,
27087897829,
27088338057,
27088311496,
27088396036,
27088106539,
27073691363,
27074185847,
26866103575,
26866106197,
26752571413,
26752797584,
26752497941,
26752714770,
26752709270,
26752712213,
26752676500,
26752823830,
26752675866,
26752975509,
26752648857,
26752690590,
26752710940,
87392165,
26752689922,
26752715522,
26752708485,
26752713740,
26752916608,
26752607794,
26752652595,
26753035581,
26752684087,
26752785205,
26753062587,
26752653374,
26752747680,
26752799008,
26752785959,
26752701995,
26752754603,
26752553385,
26752612524,
26752700115,
26752611664,
26752947415,
26752670043,
26752729049,
26752694490,
26752724442,
26752745564,
26752735326,
26752705116,
26752780225,
26753180875,
26752719424,
26753281482,
26752670272,
26752730051,
26752698569,
26752741323,
26752692302,
26752806991," [Senator Hillary] Clinton voted for the USA Patriot Act in October 2001. In 2005, when the act was up for renewal, she worked to address some of the civil liberties concerns with it,[28] before voting in favor of a compromise renewed act in March 2006 that gained large majority support.[29]"
26752864576,
26752734067,
26752725877,
26752772087,
26752702708,
26753197171,
26752867958,
26752803833,
26753029745,
26752680956,
26752790243,
26752670689,
26752781541,
26753003241,
26752716650,
26752728684,
26752577897,
26752541032,
26752735086,
26752726767,
26752566862,
26752635232,
26752805960,
26752640607,
26752684466,
26752685561,
26752688234,
26752690045,
26752698036,
26752713107,
26752718116,
26752729812,
26752734914,
26752738787,
26752740066,
26752741980,
26752745707,
26752746282,
26752749818,
26752751561,
26752763006,
26752764233,
26752766934,
26752770565,
26752859924,
26752775774,
26752784045,
26752788459,
26752791275,
26752791376,
26752791599,
26752792759,
26752794074,
26752795235,
26752796353,
26752800328,
26752852725,
26752805613,
26752812068, I encourage all 281 legislators to resign in disgrace.
26752844038,
26752813357,
26752829518,
26752831580,
26752845009,
26752905131,
26752845171,
26752847327,
26752848938,
26752862057,
26752868778,
26752870514,
26752904144,
26752871106,
26752901006,
26752875496,
26752876455,
26752901548,
26752918166,
26752926196,
26752933071,
26752940245,
26752945395,
26752955581,
26752990692,
26752974597,
26752996942,
26753000047,
26753005470,
26753005932,
26753012655,
26753105812,
26753015875,
26753049603,
26753051032,
26753054077, It comprises of 61 Senators and 220 Representatives coming from 45 states and includes 67 Democrats and 214 Republicans. 
26753064458,
26753089246,
26753089607,
26753100800,
26753112658,
26753112700,
26753135010,
26753140472,
26753135676,
26753157950,
26753164335,
26753192353,
26753215837,
26753293552,
26753287027,
26753292113,
26753299310,
26753398845,
26753529100,
26753416425,
26753543726,
26753620083,
26753693654,
26753719885,
26757024331,
26758596766,
26790333374,
26713636371,
26713042537,
26713061877,
26712991116,
26713636953,
26898174631," SFGate goes on to report that the Proctors annual household income is $64,000 - about two thousand dollars over the line at which income subsidies phase out. If the Proctors income was a mere $2000 less, theyd receive more than $14,000 of tax subsidies to purchase insurance. Because theyre just over the line, they face an enormous effective tax rate on that extra $2000 of income."
26898862490,
26897878552,
26897921955, creating a disincentive to stop working.
26897942900,
26762239808,
26762252124, I dont see your point with this.
27101415801,
27101694724,
27101266617,
27101698625,
27101290526,
27101302623,
27101291647,
27101734208,
27101269373,
27101490320,
27101679855,
27101517866,
27101468407,
27101599241,
27101943886,
27101293173,
27101489046,
27101304072,
27101490826,
27101899445,
27101543475,
27101288550,
27101521146,
27101526202,
27102023599,
27101778726,
27101802982,
27101809450,
27101702124,
27101405911,
27101408777,
27101944436,
27101328143,
27101984631,
27101479234,
27101777726,
27102334839,
27101363770,
27102278095,
27102103434,
27101615886,
27101849102,
27101402613,
27101709067,
27102271647,
27101647377,
27102279765,
27101683165,
27101787612,
27101307916,
27101412322,
27101504883,
27119964156,
27119582354,
27119585467,
27119983733,
27119686137,
27120499532, Now [the wealthy] will be the *only* influence on American politics.
27119661532,
27119625350,
27119593927, What more proof is needed to show that our government is controlled by ~~corporations~~ capital
27119656197,
27119852808,
27119847401,
27119520585,
27120219943,
27119571048,
27119863328,
27119774926, Welcome to Costco bitches. I love you.
27119441992,
27119574599,
27119556268, They will create a system that completely favors them at everyone elses expense.
27119668275,
27119665570,
27119666007,
27119678906, What more proof is needed to show that our government is controlled by corporations (owned by wealthy people)?
27119690879, Do you think the wealthy are going to create a level playing field for everyone so that there is the potential for upward mobility? No.
27119789669,
27119834982,
27119829778, If you had a billion dollars to spend to change peoples minds would you not spend it to prove your point?
27119795908,
27119813278, What more proof is needed to show that our government is controlled by corporations (owned by wealthy people)?
27119904783,
27119907113,
27120029124," I dont have a problem with wealth, but I do have a problem with wealthy people using their wealth to get more wealth at my expense."
27120031609,
27120044876,
27120040374, Congress shall make no law abridging the freedom of speech
27120045646,
27120047845,
27120055518,
27120058466," I dont have a problem with wealth, but I do have a problem with wealthy people using their wealth to get more wealth at my expense."
27120078347," I dont have a problem with wealth, but I do have a problem with wealthy people using their wealth to get more wealth at my expense."
27120086918,
27120080151,
27120110963, Welcome to Costco bitches. I love you. 
27120145443,
27120148441,
27120167725,
27120171835,
27120182856,
27120186538,
27120195945,
27120202885,
27120204942,
27120233838,
27120245490,
27120247608,
27120268883, What more proof is needed to show that our government is controlled by corporations (owned by wealthy people)?
27120338660,
27120362882,
27120370626,
27120378259,
27120383015,
27120422799, The wealthy already had a disproportionate influence on American politics. Now they will be the only influence on American politics.
27120439962,
27120463370,
27120488498,
27120672543,
27120735608,
27120793532,
27154708398,
26932935964,
26932975563,
26968803409,
26969140542,
26969058602,
26968793369,
26969357858,
27045639415,
27045662103,
27045590866,
27045623170,
26715149317,
26715065389,
27115407746,
123895636,
27115399800,
27030572769,
27030424529,
27070364660,
27070214083,
27070369066,
27070315608,
27070291066,
27108062866,
27108252247,
27108041890," This is resulting in many, many workplaces limiting the hours of workers to 29 hours per week instead doing of what the stipulation intended, hiring them on full time. This law needs to be changed."
27108143209,
27108100809,
27108027707,
26716688564,
26717264234,
26716810659,
26716643634,
26717329975,
26716675913,
26913113735," But for the last 80 years the conservatives have thwarted every attempt at universal coverage. &gt; &gt; &gt; &gt; giving us... &gt; &gt; &gt; &gt; 40 million (mostly poor) Americans who were completely uninsured &gt; &gt; &gt; &gt; 1 million people had to claim medical bankruptcy every year &gt; &gt; &gt; &gt; 45,000 deaths every year from a lack of decent health insurance"
26913557809, There have been zero attempts at universal coverage in the last 80 years so they couldnt have thwarted it. And even with the ACA in full effect millions of people will still not be insured though factually no one has ever died from lack of coverage but for a lack of care And even more factually correct on who held up the ACA was the two Dem Senators who had to be bribed with special medicare coverage for their respective states just for it to pass cloture in the Senate. Stop acting like your side of the aisle is the only one looking out for the middle class when ... ...in the next couple of months another 7-10 million people will be losing their health insurance because of the ACA and the HHS changing the regulation language.
26914111854," HillaryCare? You know, the reason the Heritiage foundation suggested the individual mandate? They oppose every major social program, all social progress, all legislation relating to civil rights and equality. What exactly does the Republican party stand for? Did you know plans that existed prior to 2010 are grandfathered in?"
26913195246, factually no one has ever died from lack of coverage but for a lack of care 7-10 million people will be losing their health insurance because of the ACA There have been zero attempts at universal coverage in the last 80 years so they couldnt have thwarted it. 
26991529264, Now be fair it was a right wing think tank that originated the idea and was never an agenda issue pushed by the GOP so you and all the others that mention this are using that for cover should this all tank. The fact that you so conveniently left out was that the ACA received exactly zero GOP votes in favor of it passing. Dont presume to lecture me on talking points and facts when you just did exactly what you claim I did.
26991261228,
26728399413,
26728395525,
26728117995,
26811485267,
26812404775,
26811463895,
26811395092,
93208838,
26811449816,
26811656342,
26811418521,
26811554460,
26811520320,
26811685006,
26811526275,
26811728654,
26811631501,
26812242999,
26811413124,
26811716363,
26811478536,
26811613959,
26811691909,
26811952647,
26811466417,
26812005562,
26812085946,
26812215617,
26811659000,
26811680695,
26812072434,
26811655535,
26811672750,
26811452065,
26811476263,
26811451815,
26811770661,
26812054819,
26811400937,
26811709479,
26812042466,
26811844134,
26812131352,
26811553647,
26811734051,
26811335102,
26811393088,
26811405167,
26811414469,
26811418622,
26811453158,
26811475407,
26811478638,
26811482443,
26811486065,
26811486388,
26811488744,
26811492281,
26811492451,
26811502023,
26811505719,
26811510173,
26811525209," $58,228 每 reduced price lunches under the National School Lunch Program $29,588 每 reduced price breakfasts under the School Breakfast Program $355,350 每 subsidized housing assistance under the Section 8 Housing Program $165,000 每 for the Earned Income Tax Credit $251,706 每 for Medicaid enrollment under the BadgerCare+ Program $26,100 每 for assistance under the Low Income Home Energy Assistance Program (LIHEAP) $219,528 每 for Supplemental Nutrition Assistance Program (formerly Food Stamp Program) benefits under Wisconsin＊s FoodShare Program $639,090 每 for Wisconsin Shares Child Care Subsidy Program benefits"
26811529009,
26811529190,
26811533256,
26811535297,
26811535967,
26811536872,
26811537062,
26811551320,
26811564224,
26811564664,
26811565979,
26811567604,
26811569138,
26811570124,
26811575275,
26811600014,
26811601556,
26811605693,
26811615386,
26811619484,
26811620425,
26811622380,
26811627581," no incentive for an employer to bring on extra headcount and expenses (they have to cover benefits, office space, etc) with a system in place they can milk. "
26811634055,
26811635012,
26811639860,
26811640500,
26811644021,
26811645818,
26811647957,
26811650921,
26811651312,
26811655101,
26811664854,
26811670055,
26811670295,
26811677330,
26811686900,
26811690530,
26811694115,
26811695697,
26811724520,
26811725019,
26811737198,
26811737540,
26811742679,
26811743681,
26811745280,
26811746052,
26811756663,
26811759990,
26811763179,
26811763665,
26811765354,
26811765879,
26811780670,
26811797951,
26811807229,
26811819219,
26811828047,
26811828562,
26811829199,
26811832073,
26811841734,
26811841895,
26811845651,
26811847352,
26811849299,
26811852788,
26811853183,
26811864587,
26811864884,
26811869536,
26811871550,
26811877080,
26811881604,
26811889088,
26811895709,
26811904474,
26811907460,
26811908608,
26811920343,
26811925439,
26811932767,
26811935670,
26811941461,
26811948705,
26811949962,
26811953569,
26811955503,
26811961692,
26811964616,
26811964950,
26811967247,
26811997994,
26812007562,
26812008008,
26812012452,
26812017126,
26812018318,
26812019101,
26812020004,
26812020061,
26812035495,
26812043877,
26812052214,
26812053708,
26812055776,
26812057262,
26812065064,
26812073102,
26812073900,
26812074256,
26812074407,
26812077000,
26812077741,
26812085956,
26812086542,
26812088576,
26812090466,
26812095464,
26812111380,
26812119860,
26812122508,
26812123875,
26812131947,
26812134508,
26812138637,
26812140634,
26812149636,
26812150067,
26812153903,
26812160698,
26812166779,
26812174445,
26812184375," Because of varying program eligibility requirements across states, extrapolating taxpayer costs for Wal-Mart stores in other states based on the Wisconsin data is difficult. Wisconsin＊s poverty rate stands well under the national average, so it would be reasonable to assume that the households of Wal-Mart employees in other states would be more likely to qualify for public assistance. On the other hand, Wisconsin＊s Medicaid program eligibility requirements are more inclusive than other states＊, meaning many WalMart employees in other states could find themselves ineligible for Medicaid while their Wisconsin counterparts of equivalent incomes would be eligible. "
26812187338,
26812192469,
26812195877,
26812205642,
26812207922,
26812220559,
26812222025,
26812233799,
26812236962,
26812237457,
26812253624,
26812280377,
26812288936,
26812349903,
26812361384,
26812406346,
26812431197,
26812470218,
26812543841,
26812544713,
26812562288,
26812572047,
26812579424,
26812588519,
26812807483,
26812990941,
26813401731,
26965061837,
26965282337," The trustees＊ summary listed total Medicare expenditures of $522.8 billion for 2010, of which **$7 billion was characterized as administrative expenses. That works out to 1.3 percent**"
26965499892,
27007238695,
27005490523, This is devastating news for the anti-gun crowd with evidence that more people are buying more guns. 
27005542557, It can be viewed that way. With the **increased numbers of people injuring themselves with their new toys** though I cant help but have a little faith that this number will start to come down More people are letting children access guns unsupervised as well.
27005560672, Source for this claim? Unintentional deaths Source? Youre making some bold claims.
27021740512,
27021747286,
27141575124,
27141560467,
27011478116,
27011479536," Three Koch foundations made a total of 181 grants worth $25,405,525 in 2010 (most recent available records). The one Tides Foundation made a total of 2,627 grants worth $143,529,590 in 2010."
27011447624,
27090913080," Thus, Social Security is 〞 and always has been 〞 a transfer system from younger generations to older generations. [citation](http://www.politifact.com/truth-o-meter/article/2013/feb/01/medicare-and-social-security-what-you-paid-what-yo/)"
27090861837,
26912754246,
26912890993,
26912747431,
26807329458,
26808090922,
26809822788,
26977879814," also in the Power Generation industry; this doesnt make you automatically more informed, just shows potential bias"
26977572687,
26977789346,
26977846402,
26977909715, increasing government regulation on newly fired coal plants is making coal plants more expensive.
27086292702,
27086273091, You are discounting so many things like how an increase in wages for people who end up spending 100% of their money juices the economy in a multiplying manner.
27086303778," Also, you say no wealth is created and thats a fallacy. If enough people start making more money, than they are going to buy more things and its going to increase demand to the point where companies will have to higher more people to make the things people are demanding which now means we have more people working, more money, more demand. They horde it. Think about it, if you gave someone who is living paycheck to paycheck an extra $100 a month, what are they going to do with it? Spend the majority of it right? Now if you give the Waltons an extra $100 a month, what are they going to do with it? Well considering that they are already sitting on a pile of money, I imagine its just going to go in the pile."
27128121826, Socialized health care systems get better results for cheaper
27128332493," Stupid fucking argument when in the neighborhood of a million Americans go out-country every year for healthcare tourism. For non-emergency care, yes. My god you are hitting all the highnotes on bullshit lies about single payer healthcare. Do you read from a playbook or do you actually believe the shit you are spewing? It＊s certainly the case that we have higher survival rates than the United Kingdom and other countries with nationalized health care. Across the board, the United States boasts a higher five-year relative survival rate than the European average, according to a 2008 study in the British medical journal Lancet. For breast cancer, for instance, the U.S. survival rate was 83.9 percent, the U.K. rate was 69.7, and the average European rate was 73.1. Thus, countries with more advance screening will have higher survival rates even if they don＊t have better post-diagnosis care. "
27128292395,
27128311813,
